"exp","ver","sub","exp_initials","blocktype","trial","trialtime","trialtype","t1_level","t2_level","lag","t2_lag","targets","cuetype","mode","t1","t1_corr","t1_resp","t1_acc","t1_rt","t1_dur","t2","t2_corr","t2_resp","t2_acc","t2_rt","t2_dur","distractor1","distractor2","maskfile1","maskfile2","t1mask_soa","t2mask_soa","t1t2_soa"
"RSVPLG03","1.0.2",822,"km","Experiment",29,"20260416-152730","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.679934700019658,0.0493974999990314,"S","sS","s",1,0.0645433999598026,0.0489042000845075,"E","E","mask-4.png","mask-3.png",0.101640400011092,0.101036500185728,0.752133399946615
"RSVPLG03","1.0.2",822,"km","Experiment",30,"20260416-152735","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.619818600127473,0.0492859000805765,"S","sS","h",0,0.0809186000842601,0.0490331000182778,"A","A","mask-1.png","mask-2.png",0.0992715999018401,0.0988978000823408,0.7517605999019
"RSVPLG03","1.0.2",822,"km","Experiment",31,"20260416-152740","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.5532309000846,0.049911200068891,"S","sS","s",1,0.112209200160578,0.0502208999823779,"E","E","mask-3.png","mask-2.png",0.100838700076565,0.0989188000094146,0.753238700097427
"RSVPLG03","1.0.2",822,"km","Experiment",32,"20260416-152745","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.628965599928051,0.0490681000519544,"S","sS","s",1,0.138776999898255,0.0521555999293923,"A","A","mask-1.png","mask-2.png",0.097893200116232,0.101060200016946,0.749134800164029
"RSVPLG03","1.0.2",822,"km","Experiment",33,"20260416-152750","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.55492589995265,0.0482578999362886,"H","hH","h",1,0.129741699900478,0.0508969000075012,"A","E","mask-1.png","mask-3.png",0.0980452999938279,0.0995732001028955,0.75034169992432
"RSVPLG03","1.0.2",822,"km","Experiment",34,"20260416-152754","main","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,1.10589429992251,0.0496557999867946,"S","sS","s",1,0.0969930998980999,0.0508045998867601,"E","A","mask-3.png","mask-2.png",0.10097449994646,0.100853000069037,0.300797000061721
"RSVPLG03","1.0.2",822,"km","Experiment",35,"20260416-152759","main","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.639248899882659,0.0487722000107169,"H","hH","h",1,0.0968322001863271,0.0487927000503987,"E","E","mask-2.png","mask-4.png",0.0997872999869287,0.0997015000320971,0.300593799911439
"RSVPLG03","1.0.2",822,"km","Experiment",36,"20260416-152804","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.792283899849281,0.048780299955979,"S","sS","s",1,0.079743399983272,0.0499495000112802,"E","A","mask-2.png","mask-3.png",0.10193630005233,0.0992210998665541,0.301366700092331
"RSVPLG03","1.0.2",822,"km","Experiment",37,"20260416-152808","main","local","global",750,750,"Both",1,"Automatic","H","hH","s",0,0.505685799987987,0.0488450000993907,"H","hH","h",1,0.129375200020149,0.0494785001501441,"A","A","mask-3.png","mask-3.png",0.100620800163597,0.0999891001265496,0.751997899962589
"RSVPLG03","1.0.2",822,"km","Experiment",38,"20260416-152813","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.483310300158337,0.0491332998499274,"H","hH","h",1,0.252637400059029,0.0500876000151038,"E","E","mask-4.png","mask-2.png",0.100639699958265,0.101760300109163,0.752293099882081
"RSVPLG03","1.0.2",822,"km","Experiment",39,"20260416-152818","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,1.21770579996519,0.049959999974817,"S","sS","h",0,0.113242899999022,0.0508651998825371,"E","A","mask-1.png","mask-1.png",0.100395399844274,0.100615799892694,0.750892299925908
"RSVPLG03","1.0.2",822,"km","Experiment",40,"20260416-152824","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.706390299834311,0.0508836999069899,"S","sS","s",1,0.12893610005267,0.0500545999966562,"A","A","mask-1.png","mask-4.png",0.102723800111562,0.101182600017637,0.753260100027546
"RSVPLG03","1.0.2",822,"km","Experiment",41,"20260416-152829","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.503813900053501,0.0499990000389516,"H","hH","s",0,0.145912300096825,0.0503525999374688,"A","E","mask-1.png","mask-4.png",0.101654500002041,0.102164699928835,0.30040100007318
"RSVPLG03","1.0.2",822,"km","Experiment",42,"20260416-152833","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.989663399988785,0.0500386999920011,"H","hH","h",1,0.129103299928829,0.0504202998708934,"E","E","mask-2.png","mask-3.png",0.0999312000349164,0.101039999863133,0.30005590012297
"RSVPLG03","1.0.2",822,"km","Experiment",43,"20260416-152838","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.385215500136837,0.049741200171411,"H","hH","h",1,0.113023499958217,0.0481045998167247,"E","E","mask-2.png","mask-3.png",0.101113500073552,0.0983954998664558,0.303243500180542
"RSVPLG03","1.0.2",822,"km","Experiment",44,"20260416-152842","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.500593399861827,0.0495094999205321,"S","sS","s",1,0.0973125998862088,0.0498295999132097,"E","E","mask-2.png","mask-4.png",0.0998251000419259,0.0997072998434305,0.75153290014714
"RSVPLG03","1.0.2",822,"km","Experiment",45,"20260416-152847","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.447442000033334,0.0503973001614213,"S","sS","s",1,0.110556500032544,0.0507489000447094,"E","A","mask-4.png","mask-3.png",0.101239300100133,0.100438599940389,0.300901000155136
"RSVPLG03","1.0.2",822,"km","Experiment",46,"20260416-152851","main","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.692457900149748,0.05136390007101,"S","sS","s",1,0.145561099983752,0.0490838999394327,"A","A","mask-4.png","mask-3.png",0.102191899903119,0.0994176999665797,0.303141500102356
"RSVPLG03","1.0.2",822,"km","Experiment",47,"20260416-152855","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.528862399980426,0.0505512999370694,"S","sS","s",1,0.128724400186911,0.0510090999305248,"A","E","mask-3.png","mask-4.png",0.100446600001305,0.101103099994361,0.751528899883851
"RSVPLG03","1.0.2",822,"km","Experiment",48,"20260416-152900","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.528057700023055,0.0493637998588383,"H","hH","s",0,0.174110399791971,0.0489596999250352,"A","E","mask-1.png","mask-4.png",0.100063899997622,0.100141400005668,0.752360800048336
"RSVPLG03","1.0.2",822,"km","Experiment",49,"20260416-152905","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,2.43552950001322,0.049024400068447,"H","hH","s",0,0.640486299991608,0.0503573000896722,"A","A","mask-4.png","mask-2.png",0.0990511002019048,0.102128400001675,0.750238500069827
"RSVPLG03","1.0.2",822,"km","Experiment",50,"20260416-152913","main","global","global",300,300,"Both",1,"Automatic","S","sS","h",0,0.5182604000438,0.0522148001473397,"H","hH","s",0,0.54281480005011,0.0504873001482338,"E","A","mask-1.png","mask-2.png",0.100945600075647,0.100734400097281,0.302067599957809
"RSVPLG03","1.0.2",822,"km","Experiment",51,"20260416-152919","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.338267400162295,0.0500699998810887,"S","sS","s",1,0.0814469999168068,0.050459599820897,"A","A","mask-4.png","mask-1.png",0.099936299957335,0.102402799995616,0.300526499981061
"RSVPLG03","1.0.2",822,"km","Experiment",52,"20260416-152923","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.701535100117326,0.0498794999439269,"S","sS","s",1,0.145619499962777,0.0497683000285178,"A","E","mask-3.png","mask-1.png",0.100507699884474,0.101047799922526,0.299421299947426
"RSVPLG03","1.0.2",822,"km","Experiment",53,"20260416-152928","main","local","local",750,750,"Both",1,"Automatic","H","hH","s",0,0.512154500000179,0.0492799000348896,"S","sS","s",1,0.0971722002141178,0.0510195000097156,"E","E","mask-2.png","mask-4.png",0.099976200144738,0.100567799992859,0.750836200080812
"RSVPLG03","1.0.2",822,"km","Experiment",54,"20260416-152933","main","local","global",750,750,"Both",1,"Automatic","H","hH","s",0,2.76703139999881,0.0488819999154657,"H","hH","h",1,0.0973422001115978,0.0517303000669926,"E","A","mask-4.png","mask-1.png",0.0998837999068201,0.0996178998611867,0.750997599912807
"RSVPLG03","1.0.2",822,"km","Experiment",55,"20260416-152940","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.922760599991307,0.0499072999227792,"S","sS","s",1,0.146196299931034,0.0495160999707878,"A","A","mask-4.png","mask-3.png",0.100230999989435,0.0989738998468965,0.301921300124377
"RSVPLG03","1.0.2",822,"km","Experiment",56,"20260416-152944","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.53515090001747,0.0495493998751044,"S","sS","s",1,0.113466299837455,0.0495822001248598,"E","E","mask-2.png","mask-1.png",0.0990044998470694,0.100495700025931,0.300185199826956
"RSVPLG03","1.0.2",822,"km","Experiment",57,"20260416-152949","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.74031940009445,0.0510003999806941,"S","sS","s",1,0.0807562998961657,0.050537700066343,"E","A","mask-3.png","mask-3.png",0.100877499906346,0.100001600105315,0.299241999862716
"RSVPLG03","1.0.2",822,"km","Experiment",58,"20260416-152953","main","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,1.23598459991626,0.0518096000887454,"H","hH","h",1,0.142663600156084,0.0487993999850005,"A","A","mask-3.png","mask-2.png",0.101261200150475,0.100124099990353,0.301923500141129
"RSVPLG03","1.0.2",822,"km","Experiment",59,"20260416-152958","main","local","local",750,750,"Both",1,"Automatic","H","hH","s",0,0.426418200135231,0.050679299980402,"H","hH","h",1,0.0632990000303835,0.0501941000111401,"E","A","mask-1.png","mask-4.png",0.0994510999880731,0.10118280001916,0.7520812000148
"RSVPLG03","1.0.2",822,"km","Experiment",60,"20260416-153003","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.655661199940369,0.0513937000650913,"H","hH","s",0,0.102675799978897,0.0489966000895947,"A","E","mask-2.png","mask-4.png",0.100410799961537,0.0998426999431104,0.302723000058904
"RSVPLG03","1.0.2",822,"km","Experiment",61,"20260416-153008","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.376121199922636,0.0499153998680413,"H","hH","h",1,0.481067300075665,0.0489102001301944,"A","A","mask-4.png","mask-3.png",0.0997319999150932,0.0986208999529481,0.300566999940202
"RSVPLG03","1.0.2",822,"km","Experiment",62,"20260416-153012","main","local","local",750,750,"Both",1,"Automatic","H","hH","s",0,4.39756159996614,0.0495563000440598,"H","hH","s",0,0.140040600206703,0.0508549998048693,"E","E","mask-4.png","mask-2.png",0.0988161000423133,0.10123879997991,0.750543200178072
"RSVPLG03","1.0.2",822,"km","Experiment",63,"20260416-153021","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,1.21019880007952,0.0520160000305623,"S","sS","h",0,0.0615557001437992,0.0514405001886189,"E","E","mask-3.png","mask-2.png",0.100897700060159,0.101312700193375,0.301106799859554
"RSVPLG03","1.0.2",822,"km","Experiment",64,"20260416-153026","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,1.17360850004479,0.0508652999997139,"S","sS","h",0,0.14170949999243,0.0505929000210017,"A","A","mask-4.png","mask-4.png",0.101011499995366,0.100636500166729,0.301000699866563
"RSVPLG03","1.0.2",822,"km","Experiment",65,"20260416-153031","main","local","global",750,750,"Both",1,"Automatic","H","hH","s",0,0.519618100021034,0.0500018999446183,"S","sS","s",1,0.147175899939612,0.0499146000947803,"E","A","mask-4.png","mask-4.png",0.100746999960393,0.100372500019148,0.753491799812764
"RSVPLG03","1.0.2",822,"km","Experiment",66,"20260416-153036","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,1.12278990005143,0.0486404998227954,"H","hH","h",1,0.096022899961099,0.0500700001139194,"A","E","mask-2.png","mask-4.png",0.098653299966827,0.100267200032249,0.300713599892333
"RSVPLG03","1.0.2",822,"km","Experiment",67,"20260416-153041","main","local","global",300,300,"Both",1,"Automatic","S","sS","h",0,2.17836429993622,0.0514573000837117,"H","hH","s",0,0.0175364001188427,0.051190200028941,"A","A","mask-1.png","mask-4.png",0.0997534000780433,0.0997188000474125,0.300296300090849
"RSVPLG03","1.0.2",822,"km","Experiment",68,"20260416-153047","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.747424799948931,0.0511004999279976,"S","sS","s",1,0.161456199828535,0.052101599983871,"E","E","mask-3.png","mask-2.png",0.0992431999184191,0.101582800038159,0.751423500012606
"RSVPLG03","1.0.2",822,"km","Experiment",69,"20260416-153052","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.85105810011737,0.0498862999957055,"H","hH","s",0,0.0969161000102758,0.0501482000108808,"A","E","mask-3.png","mask-2.png",0.101592499995604,0.100178200053051,0.751787499990314
"RSVPLG03","1.0.2",822,"km","Experiment",70,"20260416-153057","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.405504300026223,0.0514513999223709,"H","hH","h",1,0.145869100000709,0.0521750999614596,"E","A","mask-2.png","mask-4.png",0.100869999965653,0.0999916000291705,0.752440700074658
"RSVPLG03","1.0.2",822,"km","Experiment",71,"20260416-153102","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,1.25838520005345,0.0498363999649882,"H","hH","h",1,0.856248799944296,0.048957500141114,"A","E","mask-4.png","mask-1.png",0.100904999999329,0.0990526000969112,0.751655299915001
"RSVPLG03","1.0.2",822,"km","Experiment",72,"20260416-153108","main","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.444310099817812,0.0502655000891536,"H","hH","h",1,0.0964953999500722,0.0469583999365568,"A","E","mask-3.png","mask-1.png",0.10036880010739,0.0974485999904573,0.302199000027031
"RSVPLG03","1.0.2",822,"km","Experiment",73,"20260416-153113","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.464454400120303,0.0471550999209285,"S","sS","s",1,0.161170899868011,0.0509237002115697,"A","E","mask-3.png","mask-3.png",0.0989312999881804,0.100448500132188,0.298314099898562
"RSVPLG03","1.0.2",822,"km","Experiment",74,"20260416-153117","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.843827199889347,0.0483080002013594,"H","hH","h",1,0.161092000082135,0.0515347002074122,"E","A","mask-1.png","mask-2.png",0.099144000094384,0.100244400091469,0.750671999994665
"RSVPLG03","1.0.2",822,"km","Experiment",75,"20260416-153122","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.764014899963513,0.0484892001841217,"S","sS","h",0,0.113177500199527,0.0496372999623418,"A","A","mask-4.png","mask-4.png",0.0990765001624823,0.10057200002484,0.750504000112414
"RSVPLG03","1.0.2",822,"km","Experiment",76,"20260416-153129","main","local","global",750,750,"Both",1,"Automatic","H","hH","s",0,1.06095779989846,0.0504158998373896,"H","hH","h",1,0.0962966999504715,0.0504710001405329,"E","E","mask-1.png","mask-1.png",0.0992117999121547,0.0983613000717014,0.753237699856982
"RSVPLG03","1.0.2",822,"km","Experiment",77,"20260416-153134","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.648097000084817,0.0494836999569088,"H","hH","h",1,0.0955625001806766,0.0470751000102609,"E","A","mask-1.png","mask-3.png",0.0997222999576479,0.0971294001210481,0.303018199978396
"RSVPLG03","1.0.2",822,"km","Experiment",78,"20260416-153139","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.522100500063971,0.0497386001516134,"H","hH","h",1,0.336779800010845,0.0507929001469165,"A","E","mask-4.png","mask-4.png",0.100804600166157,0.100642299978063,0.751449699979275
"RSVPLG03","1.0.2",822,"km","Experiment",79,"20260416-153144","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.399646600009874,0.0503358000423759,"S","sS","s",1,0.064980800030753,0.0507652999367565,"E","A","mask-4.png","mask-1.png",0.101191499968991,0.102020499994978,0.751592699903995
"RSVPLG03","1.0.2",822,"km","Experiment",80,"20260416-153149","main","global","local",750,750,"Both",1,"Automatic","S","sS","h",0,0.279832500033081,0.0499984000343829,"H","hH","s",0,0.0330336999613792,0.0515709000173956,"A","A","mask-3.png","mask-3.png",0.1004262000788,0.100612399866804,0.751414100173861
"RSVPLG03","1.0.2",822,"km","Experiment",81,"20260416-153153","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.392451999941841,0.0509826999623328,"S","sS","s",1,0.160776299890131,0.0484335001092404,"E","E","mask-1.png","mask-1.png",0.1009641001001,0.0997844999656081,0.754222200019285
"RSVPLG03","1.0.2",822,"km","Experiment",82,"20260416-153158","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.58798069995828,0.0522787000518292,"H","hH","h",1,0.112884599948302,0.0498327999375761,"A","A","mask-3.png","mask-2.png",0.100083800032735,0.10020719980821,0.751762600149959
"RSVPLG03","1.0.2",822,"km","Experiment",83,"20260416-153202","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,1.33936989982612,0.0493449000641704,"S","sS","h",0,0.0588561999611557,0.0507972999475896,"E","E","mask-3.png","mask-4.png",0.100354100111872,0.101000699913129,0.751610800158232
"RSVPLG03","1.0.2",822,"km","Experiment",84,"20260416-153208","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.282558700069785,0.048759900033474,"S","sS","s",1,0.129068700131029,0.0500256998930126,"A","A","mask-1.png","mask-1.png",0.0995034999214113,0.0997470000293106,0.753521600039676
"RSVPLG03","1.0.2",822,"km","Experiment",85,"20260416-153213","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.374023800017312,0.0501177997794002,"S","sS","s",1,0.109746500151232,0.0491591999307275,"A","E","mask-4.png","mask-1.png",0.102973899804056,0.098416700027883,0.302881399868056
"RSVPLG03","1.0.2",822,"km","Experiment",86,"20260416-153217","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.420364100020379,0.0508113000541925,"H","hH","h",1,0.0925702000968158,0.0521364999003708,"A","A","mask-3.png","mask-1.png",0.100807199953124,0.101140100043267,0.300029600039124
"RSVPLG03","1.0.2",822,"km","Experiment",87,"20260416-153221","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.954193500103429,0.0495886001735926,"S","sS","h",0,0.129553099861369,0.0490586999803782,"E","A","mask-3.png","mask-3.png",0.0993536000605673,0.0998464999720454,0.751085700001568
"RSVPLG03","1.0.2",822,"km","Experiment",88,"20260416-153226","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.562383699929342,0.051127600017935,"S","sS","s",1,0.13046390004456,0.0499849000480026,"A","E","mask-1.png","mask-4.png",0.100515299942344,0.100329200038686,0.300789100117981
"RSVPLG03","1.0.2",822,"km","Experiment",89,"20260416-153231","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.747315000044182,0.0475371999200433,"S","sS","s",1,0.129380999831483,0.0499660999048501,"E","A","mask-4.png","mask-4.png",0.0980519000440836,0.100469599943608,0.749744999920949
"RSVPLG03","1.0.2",822,"km","Experiment",90,"20260416-153236","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.80644329986535,0.0509107001125813,"H","hH","h",1,0.106044200016186,0.04967310000211,"A","A","mask-3.png","mask-3.png",0.102765000192448,0.100473499856889,0.753279900178313
"RSVPLG03","1.0.2",822,"km","Experiment",91,"20260416-153241","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,1.04059230000712,0.0492553000804037,"H","hH","h",1,0.142619799822569,0.0497532999143004,"E","A","mask-4.png","mask-4.png",0.0996846000198275,0.0999775999225676,0.298923700116575
"RSVPLG03","1.0.2",822,"km","Experiment",92,"20260416-153245","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.764970200136304,0.0494776999112219,"S","sS","s",1,0.0978491001296788,0.0493866999167949,"E","E","mask-3.png","mask-3.png",0.0997372998390347,0.101178899873048,0.750134099973366
"RSVPLG03","1.0.2",822,"km","Experiment",93,"20260416-153251","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,1.24361940007657,0.0517297000624239,"H","hH","h",1,0.192264299839735,0.050790400011465,"A","A","mask-4.png","mask-3.png",0.100936400005594,0.100084900157526,0.300059099914506
"RSVPLG03","1.0.2",822,"km","Experiment",94,"20260416-153256","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.506275799823925,0.0510080000385642,"H","hH","h",1,0.198374999919906,0.0509488000534475,"A","E","mask-4.png","mask-3.png",0.100278900004923,0.0998757001943886,0.751914799911901
"RSVPLG03","1.0.2",822,"km","Experiment",95,"20260416-153301","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.760618400061503,0.0495813000015914,"H","hH","h",1,0.112546100048348,0.0506395001430065,"A","A","mask-4.png","mask-3.png",0.100478500127792,0.10112649993971,0.300576400011778
"RSVPLG03","1.0.2",822,"km","Experiment",96,"20260416-153305","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.971063599921763,0.0501798000186682,"H","hH","h",1,0.158532700035721,0.0492430999875069,"E","E","mask-1.png","mask-1.png",0.100252900039777,0.10015399986878,0.301242900080979
"RSVPLG03","1.0.2",822,"km","Experiment",97,"20260416-153310","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.412035099929199,0.0514538998249918,"H","hH","h",1,0.255944299977273,0.0508684001397341,"A","A","mask-3.png","mask-3.png",0.101632399950176,0.0999001001473516,0.302003699820489
"RSVPLG03","1.0.2",822,"km","Experiment",98,"20260416-153315","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.562813299940899,0.0510090999305248,"H","hH","s",0,0.272963199997321,0.0514344000257552,"E","E","mask-2.png","mask-4.png",0.0995723998639733,0.101513199973851,0.751052199862897
"RSVPLG03","1.0.2",822,"km","Experiment",99,"20260416-153320","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.76180460001342,0.049697499955073,"S","sS","s",1,0.144737099995837,0.0495303000789136,"A","E","mask-4.png","mask-2.png",0.0998553999233991,0.0992644000798464,0.30081079993397
"RSVPLG03","1.0.2",822,"km","Experiment",100,"20260416-153324","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.380769500043243,0.0490102001931518,"H","hH","h",1,0.145431699929759,0.0503493000287563,"A","A","mask-2.png","mask-4.png",0.0997892001178116,0.101311400067061,0.750296000158414
"RSVPLG03","1.0.2",822,"km","Experiment",1,"20260416-153526","warmup","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.340791600057855,0.0417824001051486,"S","sS","s",1,0.0464975000359118,0.047270999988541,"A","A","mask-4.png","mask-4.png",0.0946796999778598,0.098873799899593,0.736370300175622
"RSVPLG03","1.0.2",822,"km","Experiment",2,"20260416-153531","warmup","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.388004999840632,0.0498102998826653,"S","sS","s",1,0.532195499865338,0.0500306999310851,"E","A","mask-3.png","mask-3.png",0.101356199942529,0.100870900088921,0.74335839995183
"RSVPLG03","1.0.2",822,"km","Experiment",3,"20260416-153536","warmup","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.375954299932346,0.0502893000375479,"H","hH","h",1,0.288949999958277,0.0498724998906255,"E","E","mask-4.png","mask-1.png",0.0996022000908852,0.100092899985611,0.304098000051454
"RSVPLG03","1.0.2",822,"km","Experiment",4,"20260416-153540","warmup","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.276283300016075,0.050647399853915,"H","hH","h",1,0.193218900123611,0.0506629000883549,"A","E","mask-1.png","mask-1.png",0.100888999877498,0.101437699981034,0.304495199816301
"RSVPLG03","1.0.2",822,"km","Experiment",5,"20260416-153544","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.437147999880835,0.0516444998793304,"H","hH","h",1,0.114049999974668,0.0511681002099067,"E","A","mask-2.png","mask-3.png",0.102822900051251,0.101117300102487,0.741496699862182
"RSVPLG03","1.0.2",822,"km","Experiment",6,"20260416-153549","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.303363399812952,0.0518652000464499,"H","hH","h",1,0.151673699961975,0.0490193001460284,"A","E","mask-2.png","mask-4.png",0.101873999927193,0.101282600080594,0.304944999981672
"RSVPLG03","1.0.2",822,"km","Experiment",7,"20260416-153553","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.274760500062257,0.0513662998564541,"S","sS","s",1,0.176817000145093,0.0497483001090586,"A","A","mask-1.png","mask-4.png",0.100270899944007,0.100123200099915,0.742927299812436
"RSVPLG03","1.0.2",822,"km","Experiment",8,"20260416-153558","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.28579970006831,0.0516538999509066,"H","hH","h",1,0.334053500089794,0.050620699999854,"E","E","mask-3.png","mask-1.png",0.101169500034302,0.101451399968937,0.741332399891689
"RSVPLG03","1.0.2",822,"km","Experiment",9,"20260416-153602","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.415492900181562,0.0520550000946969,"H","hH","h",1,0.242309999885038,0.0480022998526692,"E","A","mask-1.png","mask-2.png",0.10211870004423,0.0999395998660475,0.744445000076666
"RSVPLG03","1.0.2",822,"km","Experiment",10,"20260416-153607","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.797721700044349,0.0494343000464141,"S","sS","s",1,0.209427200024948,0.0505159001331776,"E","E","mask-2.png","mask-2.png",0.101233999943361,0.101654200116172,0.741044699912891
"RSVPLG03","1.0.2",822,"km","Experiment",11,"20260416-153613","main","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.368350999895483,0.0494236000813544,"H","hH","h",1,0.12813669978641,0.0527546999510378,"E","A","mask-3.png","mask-1.png",0.100782300112769,0.102852899814025,0.301965200109407
"RSVPLG03","1.0.2",822,"km","Experiment",12,"20260416-153617","main","global","local",750,750,"Both",1,"Automatic","H","hH","s",0,0.471916699782014,0.0517486999742687,"H","hH","s",0,0.27418619999662,0.0492147000040859,"A","E","mask-2.png","mask-3.png",0.102088700048625,0.100177600048482,0.744006199995056
"RSVPLG03","1.0.2",822,"km","Experiment",13,"20260416-153622","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.493623600108549,0.0509355999529362,"H","hH","h",1,0.198013700079173,0.0516600999981165,"E","E","mask-3.png","mask-3.png",0.102043200051412,0.101210900116712,0.303563599940389
"RSVPLG03","1.0.2",822,"km","Experiment",14,"20260416-153626","main","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.394989299820736,0.0506178000941873,"H","hH","h",1,0.159757799934596,0.0494316997937858,"A","A","mask-4.png","mask-1.png",0.0990520000923425,0.10086189978756,0.301862900145352
"RSVPLG03","1.0.2",822,"km","Experiment",15,"20260416-153631","main","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,1.1578593000304,0.0526252000126988,"H","hH","h",1,0.353680799948052,0.0518836001865566,"A","E","mask-3.png","mask-1.png",0.100037000142038,0.102927400032058,0.301957299932837
"RSVPLG03","1.0.2",822,"km","Experiment",16,"20260416-153636","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.291072899941355,0.0489052999764681,"H","hH","h",1,0.199940500082448,0.0491611999459565,"E","A","mask-2.png","mask-1.png",0.100170900113881,0.100542200030759,0.741571600083262
"RSVPLG03","1.0.2",822,"km","Experiment",17,"20260416-153641","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.305507000070065,0.0500189999584109,"H","hH","h",1,0.190433399984613,0.0487101001199335,"E","E","mask-1.png","mask-4.png",0.100722699891776,0.100194200174883,0.304398299893364
