"exp","ver","sub","experimenter","blocktyp","sess","trial","trial_time","trial_type","t1_level","t2_level","lag","t2_lag","global_letters","local_letters","t1_pos","t1","t1_corr","t1_resp","t1_acc","t2","t2_corr","t2_resp","t2_acc","t1_rt","t2_rt"
"RSVPLG02",2.1,447,"cs","Experiment",1,100,"2024-10-14_15h24.40.190","exp","global","local",750,5,"XFYECSTULAPN","EZNAPUYLFMSC",6,"S","sS","s",1,"S","sS","s",1,0.51887879986316,0.30530110001564
"RSVPLG02",2.1,447,"cs","Experiment",1,101,"2024-10-14_15h24.46.365","exp","global","local",750,5,"XCUZMHPFALTY","PZELUNYXTASF",6,"H","hH","h",1,"S","sS","s",1,1.2379902000539,0.385707499925047
"RSVPLG02",2.1,447,"cs","Experiment",1,102,"2024-10-14_15h24.53.042","exp","global","global",750,5,"YZUHAFNXHMLP","ATEMFUXCLZNY",4,"H","hH","h",1,"H","hH","s",0,1.21162870014086,0.384262700099498
"RSVPLG02",2.1,447,"cs","Experiment",1,103,"2024-10-14_15h24.59.655","exp","global","global",300,2,"ZCLSNHYUXPME","EXTFCPZMUANY",4,"S","sS","h",0,"H","hH","s",0,0.612427100073546,0.283672900404781
"RSVPLG02",2.1,447,"cs","Experiment",1,104,"2024-10-14_15h25.05.782","exp","global","global",750,5,"PNMUSYAXCHFZ","UMLZPYXACNEF",5,"S","sS","s",1,"H","hH","h",1,0.796762600075454,0.329026900231838
"RSVPLG02",2.1,447,"cs","Experiment",1,105,"2024-10-14_15h25.12.129","exp","global","local",750,5,"YNLCHPXZUFAM","ZXPULTYCASNF",5,"H","hH","h",1,"S","sS","s",1,0.598762299865484,0.334702800028026
"RSVPLG02",2.1,447,"cs","Experiment",1,106,"2024-10-14_15h25.18.079","exp","global","local",750,5,"MPUHZLTNCYEA","EPYCXUZNSFMT",4,"H","hH","h",1,"S","sS","s",1,0.470579599961638,0.304891400039196
"RSVPLG02",2.1,447,"cs","Experiment",1,107,"2024-10-14_15h25.24.323","exp","global","local",750,5,"UFAMHXZCLTYP","EUCPYFTAMSLN",5,"H","hH","s",0,"S","sS","h",0,1.24263729993254,0.261768399737775
"RSVPLG02",2.1,447,"cs","Experiment",1,108,"2024-10-14_15h25.30.802","exp","global","local",300,2,"UMTESPFCANXZ","TAXFNCSLEYPM",5,"S","sS","s",1,"S","sS","h",0,0.91261800006032,0.526379700284451
"RSVPLG02",2.1,447,"cs","Experiment",1,109,"2024-10-14_15h25.38.065","exp","local","local",750,5,"ZYNUCXFLPEAM","XCLSZYNMHUFE",4,"S","sS","s",1,"H","hH","h",1,0.319698700215667,0.45889320038259
"RSVPLG02",2.1,447,"cs","Experiment",1,110,"2024-10-14_15h25.43.888","exp","global","local",300,2,"TUZYHXAEFPMN","UCFXZEHPTMYN",5,"H","hH","s",0,"H","hH","h",1,0.372482399921864,0.368428600020707
"RSVPLG02",2.1,447,"cs","Experiment",1,111,"2024-10-14_15h25.49.887","exp","global","global",300,2,"CXESFHYAPUMN","NYXZMULCTAPF",4,"S","sS","h",0,"H","hH","s",0,0.417760999873281,0.28816399956122
"RSVPLG02",2.1,447,"cs","Experiment",1,112,"2024-10-14_15h25.56.234","exp","global","global",300,2,"LUPCXHYSTZAF","UFPZXAELYNMC",6,"H","hH","h",1,"S","sS","s",1,0.828237999696285,0.264006600249559
"RSVPLG02",2.1,447,"cs","Experiment",1,113,"2024-10-14_15h26.02.446","exp","global","local",300,2,"YLTNSEMCZFUX","ZALUNTSCXEYP",5,"S","sS","h",0,"S","sS","s",1,0.543576899915934,0.319120599888265
"RSVPLG02",2.1,447,"cs","Experiment",1,114,"2024-10-14_15h26.08.479","exp","local","local",750,5,"PCZFTXNMEULA","ZMPUHXCYFSET",5,"H","hH","h",1,"S","sS","s",1,0.54440619982779,0.320082799997181
"RSVPLG02",2.1,447,"cs","Experiment",1,115,"2024-10-14_15h26.14.447","exp","global","local",300,2,"EUCPMSTNZYLA","CZAEUMPHLYTN",6,"S","sS","h",0,"H","hH","s",0,0.573088800068945,0.440198900178075
"RSVPLG02",2.1,447,"cs","Experiment",1,116,"2024-10-14_15h26.20.584","exp","local","global",300,2,"EUAXZCFHYNLT","TMNXLSZYACEF",6,"S","sS","s",1,"H","hH","s",0,0.458206300158054,0.483321500010788
"RSVPLG02",2.1,447,"cs","Experiment",1,117,"2024-10-14_15h26.26.560","exp","local","global",300,2,"FLCZTPXSUMNA","FNALMHTZPUXC",6,"H","hH","h",1,"S","sS","s",1,0.693117800168693,0.267430500127375
"RSVPLG02",2.1,447,"cs","Experiment",1,118,"2024-10-14_15h26.32.513","exp","global","local",750,5,"FXEHATPLMZUN","PELMNZTXSACU",4,"H","hH","h",1,"S","sS","s",1,0.883738799951971,0.39905110001564
"RSVPLG02",2.1,447,"cs","Experiment",1,119,"2024-10-14_15h26.38.830","exp","local","global",750,5,"UYNECTFPAHXL","AMPEHLTUCZNF",5,"H","hH","s",0,"H","hH","s",0,3.80486429994926,0.281757900025696
"RSVPLG02",2.1,447,"cs","Experiment",1,120,"2024-10-14_15h26.48.033","exp","local","global",750,5,"AYFPCELXZUHN","LCPNTSYEAUMZ",6,"S","sS","s",1,"H","hH","h",1,1.14277609996498,0.352722299750894
"RSVPLG02",2.1,447,"cs","Experiment",1,121,"2024-10-14_15h27.04.398","exp","local","local",750,5,"LCUEFAZTYMPX","PXCSTYUESFMA",4,"S","sS","s",1,"S","sS","s",1,0.423679399769753,0.386118399910629
"RSVPLG02",2.1,447,"cs","Experiment",1,122,"2024-10-14_15h27.11.079","exp","global","global",750,5,"PXASLTMCHEZY","ZUNYAXFPETCM",4,"S","sS","h",0,"H","hH","h",1,0.560186500195414,0.323025400284678
"RSVPLG02",2.1,447,"cs","Experiment",1,123,"2024-10-14_15h27.17.615","exp","global","global",750,5,"LPEMSFUTAHXZ","ETLFNPYAZMUC",5,"S","sS","s",1,"H","hH","h",1,0.781610399950296,0.234363900031894
"RSVPLG02",2.1,447,"cs","Experiment",1,124,"2024-10-14_15h27.23.665","exp","global","global",750,5,"ZPEMNHXLCUST","ZPMXYTCNLAEF",6,"H","hH","h",1,"S","sS","s",1,2.97840699972585,0.218934099655598
"RSVPLG02",2.1,447,"cs","Experiment",1,125,"2024-10-14_15h27.31.896","exp","local","local",300,2,"ELPTNAZMUXYF","TCLZHFHNUXAP",5,"H","hH","h",1,"H","hH","h",1,0.489855300169438,0.424449199810624
"RSVPLG02",2.1,447,"cs","Experiment",1,126,"2024-10-14_15h27.37.848","exp","global","local",750,5,"CLTSUMXYEAFN","XCFEZMALHNPU",4,"S","sS","s",1,"H","hH","h",1,1.32780780037865,0.28734300006181
"RSVPLG02",2.1,447,"cs","Experiment",1,127,"2024-10-14_15h27.44.526","exp","local","local",300,2,"ZPLXECFMTUAN","FEUYXSTSNZCL",6,"S","sS","s",1,"S","sS","h",0,0.403837400022894,0.414661599788815
"RSVPLG02",2.1,447,"cs","Experiment",1,128,"2024-10-14_15h27.50.293","exp","local","local",300,2,"LCFUNZPAXYME","UNAFTSZHPYLE",6,"S","sS","s",1,"H","hH","h",1,0.638818399980664,0.224550400394946
"RSVPLG02",2.1,447,"cs","Experiment",1,129,"2024-10-14_15h27.56.260","exp","global","global",750,5,"ALZHXUCFHYNM","MECZUAYXTPLN",4,"H","hH","s",0,"H","hH","h",1,1.93625120026991,0.215883299708366
"RSVPLG02",2.1,447,"cs","Experiment",1,130,"2024-10-14_15h28.03.352","exp","global","global",750,5,"AFCELHYNMUHZ","UPCFEMYLNZTA",6,"H","hH","h",1,"H","hH","s",0,0.818682699929923,0.280187699943781
"RSVPLG02",2.1,447,"cs","Experiment",1,131,"2024-10-14_15h28.09.432","exp","local","local",750,5,"XENLTZPUAFCY","LAFZHMETXHPU",5,"H","hH","s",0,"H","hH","h",1,1.21164550026879,0.121358300093561
"RSVPLG02",2.1,447,"cs","Experiment",1,132,"2024-10-14_15h28.15.758","exp","global","local",750,5,"UYTHENFAMCXL","PLXFMCZYHAUN",4,"H","hH","h",1,"H","hH","s",0,0.579929300118238,0.195144699886441
"RSVPLG02",2.1,447,"cs","Experiment",1,133,"2024-10-14_15h28.23.443","exp","local","global",750,5,"TPELYZCNUHFM","PMYUSXECNLTZ",5,"S","sS","s",1,"H","hH","h",1,0.894294700119644,0.32472850009799
"RSVPLG02",2.1,447,"cs","Experiment",1,134,"2024-10-14_15h28.29.700","exp","global","local",300,2,"ATFHCLMNEXZU","PLYNUSEAFMTZ",4,"H","hH","s",0,"S","sS","h",0,0.633937499951571,0.145871199667454
"RSVPLG02",2.1,447,"cs","Experiment",1,135,"2024-10-14_15h28.35.541","exp","local","local",750,5,"UNPFCYEXMTLA","UMZYESCNLTHF",6,"S","sS","s",1,"H","hH","h",1,0.824018900282681,0.1677215998061
"RSVPLG02",2.1,447,"cs","Experiment",1,136,"2024-10-14_15h28.41.574","exp","global","global",300,2,"PNASLSXUZECF","PFEAZUTMYNXL",4,"S","sS","s",1,"S","sS","s",1,0.290685300249606,0.218230000231415
"RSVPLG02",2.1,447,"cs","Experiment",1,137,"2024-10-14_15h28.47.083","exp","local","global",750,5,"ULMNXPZTYAHF","CPALZSFXYTUM",6,"S","sS","s",1,"H","hH","h",1,0.694035499822348,0.236326899845153
"RSVPLG02",2.1,447,"cs","Experiment",1,138,"2024-10-14_15h28.52.925","exp","local","local",300,2,"ZYNTUXELACFM","LFCHASYUXZEP",4,"H","hH","h",1,"S","sS","s",1,0.19482220010832,0.162614000029862
"RSVPLG02",2.1,447,"cs","Experiment",1,139,"2024-10-14_15h28.58.271","exp","global","global",750,5,"NAZXCSMFUEST","MXAELYUNTZPF",6,"S","sS","s",1,"S","sS","s",1,0.464096399955451,0.288242499809712
"RSVPLG02",2.1,447,"cs","Experiment",1,140,"2024-10-14_15h29.03.966","exp","global","local",750,5,"TXUNYSLAEZPM","AYUCPLZNMFST",6,"S","sS","s",1,"S","sS","h",0,0.775067400187254,0.234367600176483
"RSVPLG02",2.1,447,"cs","Experiment",1,141,"2024-10-14_15h29.10.055","exp","global","global",750,5,"ZTEHCPYNSFMX","PLMCZYXAFEUN",4,"H","hH","h",1,"S","sS","h",0,0.508507600054145,0.20084960013628
"RSVPLG02",2.1,447,"cs","Experiment",1,142,"2024-10-14_15h29.16.088","exp","local","global",750,5,"AZXPEFMTLYSU","CAMZUHFENTYP",6,"H","hH","h",1,"S","sS","s",1,1.03594599990174,0.30603350000456
"RSVPLG02",2.1,447,"cs","Experiment",1,143,"2024-10-14_15h29.22.463","exp","local","global",750,5,"ZYCXUAFMPSTN","YXCUHFELPZTM",5,"H","hH","h",1,"S","sS","s",1,0.988808300346136,0.39258769992739
"RSVPLG02",2.1,447,"cs","Experiment",1,144,"2024-10-14_15h29.29.198","exp","global","global",750,5,"PFLHETMXSNAC","FEAPZNTYCXLM",4,"H","hH","h",1,"S","sS","h",0,0.540963900275528,0.303414000198245
"RSVPLG02",2.1,447,"cs","Experiment",1,145,"2024-10-14_15h29.35.423","exp","global","global",300,2,"PYLSFHEXUCTM","LEFNMTYACPXU",4,"S","sS","s",1,"H","hH","h",1,0.247455699834973,0.593708100263029
"RSVPLG02",2.1,447,"cs","Experiment",1,146,"2024-10-14_15h29.41.265","exp","local","global",300,2,"TLEFUMSZANXY","PCNYHMXALZFE",5,"H","hH","h",1,"S","sS","h",0,0.323678799904883,0.279622199945152
"RSVPLG02",2.1,447,"cs","Experiment",1,147,"2024-10-14_15h29.47.206","exp","global","local",300,2,"CYLFHZUENATM","FLZCUTSAYMPE",5,"H","hH","h",1,"S","sS","s",1,0.647422700189054,0.218434100039303
"RSVPLG02",2.1,447,"cs","Experiment",1,148,"2024-10-14_15h29.53.063","exp","global","global",300,2,"PMENSTHCFYLX","ZAMLNYXCUTPF",5,"S","sS","s",1,"H","hH","h",1,0.435734800063074,0.136923999991268
"RSVPLG02",2.1,447,"cs","Experiment",1,149,"2024-10-14_15h29.58.735","exp","local","local",300,2,"TAUCXLZNMPEF","NCAHFHYPZXUE",4,"H","hH","h",1,"H","hH","s",0,0.25347389979288,0.268166200257838
"RSVPLG02",2.1,447,"cs","Experiment",1,150,"2024-10-14_15h30.04.225","exp","local","local",300,2,"XTLYEANFMUZP","AETSMHZCFUPY",4,"S","sS","s",1,"H","hH","h",1,0.303894099779427,0.248596199788153
"RSVPLG02",2.1,447,"cs","Experiment",1,151,"2024-10-14_15h30.10.350","exp","local","global",300,2,"FZPXMASYETNC","ZTNUSLFAMCXP",5,"S","sS","s",1,"S","sS","s",1,0.460647400002927,0.259925200138241
"RSVPLG02",2.1,447,"cs","Experiment",1,152,"2024-10-14_15h30.16.096","exp","global","local",300,2,"MZCHEPTFYUXN","EZXNUHCTYFPL",4,"H","hH","h",1,"H","hH","h",1,0.45691499998793,0.705436400137842
"RSVPLG02",2.1,447,"cs","Experiment",1,153,"2024-10-14_15h30.22.399","exp","local","local",750,5,"TEPAMNXCUZYF","NFZMHLPAUHCE",5,"H","hH","h",1,"H","hH","s",0,0.569151000119746,0.298981300089508
"RSVPLG02",2.1,447,"cs","Experiment",1,154,"2024-10-14_15h30.28.229","exp","global","local",750,5,"YFLSTPXECMUZ","XUYMFLZESPNC",4,"S","sS","h",0,"S","sS","s",1,0.56676570000127,0.639148499816656
"RSVPLG02",2.1,447,"cs","Experiment",1,155,"2024-10-14_15h30.34.543","exp","global","local",300,2,"ZETCPSYFLXNA","AYLFTMZHENCU",6,"S","sS","s",1,"H","hH","h",1,0.346925700083375,0.315367700066417
"RSVPLG02",2.1,447,"cs","Experiment",1,156,"2024-10-14_15h30.40.342","exp","local","local",750,5,"FATLZMNUYEPX","NXCATHEUYFHL",6,"H","hH","h",1,"H","hH","h",1,0.46577369980514,0.321710399817675
"RSVPLG02",2.1,447,"cs","Experiment",1,157,"2024-10-14_15h30.46.235","exp","local","global",750,5,"XLUNEZTMAFHP","TCYZESPXMUAL",6,"S","sS","s",1,"H","hH","h",1,0.587631000205874,0.265862199943513
"RSVPLG02",2.1,447,"cs","Experiment",1,158,"2024-10-14_15h30.52.083","exp","local","local",300,2,"TFXMNALPZYUC","UNXYHPSTZECM",5,"H","hH","h",1,"S","sS","s",1,0.596709500066936,0.330667099915445
"RSVPLG02",2.1,447,"cs","Experiment",1,159,"2024-10-14_15h30.58.803","exp","global","global",300,2,"YNXFSASLPZEM","CMYLENPXTZFA",5,"S","sS","s",1,"S","sS","s",1,0.431613299995661,0.28076840005815
"RSVPLG02",2.1,447,"cs","Experiment",1,160,"2024-10-14_15h31.04.509","exp","global","global",300,2,"TUMFXSNHPZYA","ETXLYFZAMUCN",6,"S","sS","h",0,"H","hH","s",0,0.584551100153476,0.254952599760145
"RSVPLG02",2.1,447,"cs","Experiment",1,161,"2024-10-14_15h31.10.891","exp","local","local",300,2,"UPAXNMCZYLTE","MATESXHNLPZY",5,"S","sS","s",1,"H","hH","h",1,0.312698200345039,0.345131900161505
"RSVPLG02",2.1,447,"cs","Experiment",1,162,"2024-10-14_15h31.17.079","exp","local","global",750,5,"LECNFYPXMTSZ","FUMNXSZTLYPC",6,"S","sS","s",1,"S","sS","s",1,0.477129399776459,0.291266299784184
"RSVPLG02",2.1,447,"cs","Experiment",1,163,"2024-10-14_15h31.23.284","exp","global","global",750,5,"ULPSMFXEHYCA","ZTYNPCMUELFA",4,"S","sS","s",1,"H","hH","h",1,0.393305300269276,0.24254160001874
"RSVPLG02",2.1,447,"cs","Experiment",1,164,"2024-10-14_15h31.28.942","exp","global","local",300,2,"PXLYHEAMTUNF","ENZLFPHCYATM",5,"H","hH","h",1,"H","hH","h",1,0.354824800044298,0.241402099840343
"RSVPLG02",2.1,447,"cs","Experiment",1,165,"2024-10-14_15h31.34.574","exp","local","global",750,5,"FTEMYAZUCNSX","YLACPHNZUTME",6,"H","hH","h",1,"S","sS","h",0,1.64394370000809,0.232801800128073
"RSVPLG02",2.1,447,"cs","Practice Both",1,1,"2024-10-14_15h05.21.004","prac","global","local",300,2,"LFPHTMUAYCEN","XAZMFSLUTYNE",4,"H","hH","s",0,"S","sS","h",0,2.67655730014667,1.75182559993118
"RSVPLG02",2.1,447,"cs","Practice Both",1,2,"2024-10-14_15h05.35.724","prac","global","local",300,2,"EUXNLHMZYFCT","XLEUTCZHNYAM",6,"H","hH","s",0,"H","hH","s",0,1.89857929991558,0.99341670004651
"RSVPLG02",2.1,447,"cs","Practice Both",1,3,"2024-10-14_15h05.48.903","prac","global","global",750,5,"XYLZNHEPCMSU","XPTYMLNAUFCZ",6,"H","hH","s",0,"S","sS","h",0,2.02115339972079,1.04932840028778
"RSVPLG02",2.1,447,"cs","Practice Both",1,4,"2024-10-14_15h05.57.720","prac","global","global",300,2,"CUYZTHEHPMXL","LPUYENTAZXMF",6,"H","hH","s",0,"H","hH","h",1,3.54384100018069,0.703844300005585
"RSVPLG02",2.1,447,"cs","Practice Both",1,5,"2024-10-14_15h06.08.475","prac","global","local",750,5,"UYTSFNCALMXE","ECFZPMAXHTLY",4,"S","sS","s",1,"H","hH","s",0,1.60462599992752,0.124248099979013
"RSVPLG02",2.1,447,"cs","Practice Both",1,6,"2024-10-14_15h06.18.001","prac","local","global",300,2,"MTXYPHNFZEAL","PLNSEYTUCMXZ",4,"S","sS","s",1,"H","hH","h",1,3.93818920012563,0.971384100150317
"RSVPLG02",2.1,447,"cs","Practice Both",1,7,"2024-10-14_15h06.28.598","prac","local","local",750,5,"PXFNTEACMYUZ","UMPSTFNYSELC",4,"S","sS","h",0,"S","sS","s",1,1.62310970015824,0.322354500181973
"RSVPLG02",2.1,447,"cs","Practice Both",1,8,"2024-10-14_15h06.38.014","prac","global","local",750,5,"ZNESMXTCALPY","FEYNUTCMHXAL",4,"S","sS","s",1,"H","hH","h",1,1.64341240003705,0.530373099725693
"RSVPLG02",2.1,447,"cs","Practice Both",1,9,"2024-10-14_15h06.46.465","prac","local","global",300,2,"CAXMLFHTNEZY","LXZFHMNECTAY",5,"H","hH","h",1,"H","hH","s",0,2.24272300023586,0.423740500118583
"RSVPLG02",2.1,447,"cs","Practice Both",1,10,"2024-10-14_15h06.55.841","prac","local","global",750,5,"MUXLFZYCHAET","FLXSNTMEPAYU",4,"S","sS","s",1,"H","hH","h",1,1.01090909959748,0.145685200113803
"RSVPLG02",2.1,447,"cs","Practice Both",1,11,"2024-10-14_15h07.02.609","prac","local","local",300,2,"AMPTFLUYENZC","UZTNYHMHXCAF",6,"H","hH","h",1,"H","hH","s",0,1.34553249971941,0.275389700196683
"RSVPLG02",2.1,447,"cs","Practice Both",1,12,"2024-10-14_15h07.09.980","prac","global","global",300,2,"FXCHASUNPZML","PFXMYNECTLUZ",4,"H","hH","h",1,"S","sS","s",1,2.97219050023705,0.326818399596959
"RSVPLG02",2.1,447,"cs","Practice Both",1,13,"2024-10-14_15h07.18.910","prac","local","global",750,5,"NTAEMCYXHFPU","UFXHNLMAYZPC",4,"H","hH","s",0,"H","hH","h",1,1.14817100018263,0.175438500009477
"RSVPLG02",2.1,447,"cs","Practice Both",1,14,"2024-10-14_15h07.25.817","prac","local","local",300,2,"AZNPLXMTFYCE","ZETCLHASYUMX",6,"H","hH","s",0,"S","sS","h",0,2.09358290024102,0.233991700224578
"RSVPLG02",2.1,447,"cs","Practice Both",1,15,"2024-10-14_15h07.33.941","prac","local","local",750,5,"EZCUMFXLAPNY","UTESZFCYHNPM",4,"S","sS","s",1,"H","hH","h",1,0.853888600133359,0.223269400186837
"RSVPLG02",2.1,447,"cs","Practice Both",1,16,"2024-10-14_15h07.40.127","prac","global","global",750,5,"XYTZHCLFUSNM","ULEPCNXYZTMF",5,"H","hH","s",0,"S","sS","s",1,1.90148400003091,0.0533127998933196
"RSVPLG02",2.1,447,"cs","Practice Both",2,1,"2024-10-14_15h10.39.658","prac","local","local",300,2,"YCZNPETLUFMX","ZUTSNHEPXMFA",4,"S","sS","s",1,"H","hH","h",1,1.53690430009738,0.0716234999708831
"RSVPLG02",2.1,447,"cs","Practice Both",2,2,"2024-10-14_15h10.53.384","prac","global","local",300,2,"TYLPNSMUACEX","MANUFZTHEYCX",6,"S","sS","s",1,"H","hH","h",1,1.05042220000178,0.0229947003535926
"RSVPLG02",2.1,447,"cs","Practice Both",2,3,"2024-10-14_15h11.01.174","prac","local","global",300,2,"CTUXMSLZPEYF","MENSCZUPXTLY",4,"S","sS","s",1,"S","sS","s",1,0.326898599974811,0.0143440999090672
"RSVPLG02",2.1,447,"cs","Practice Both",2,4,"2024-10-14_15h11.07.526","prac","global","global",300,2,"MXFSZSNPUATC","UCTMFZPXNLAE",4,"S","sS","s",1,"S","sS","h",0,0.773278799839318,1.17105760006234
"RSVPLG02",2.1,447,"cs","Practice Both",2,5,"2024-10-14_15h11.14.871","prac","local","global",300,2,"LYPAEMZHUCXF","LAECFHZTXYNP",6,"H","hH","h",1,"H","hH","s",0,0.793783400207758,1.20900649996474
"RSVPLG02",2.1,447,"cs","Practice Both",2,6,"2024-10-14_15h11.22.766","prac","local","global",750,5,"EYXMFTNCLASP","FLYAPSNZEMXT",6,"S","sS","s",1,"S","sS","h",0,1.39171120012179,0.452976499684155
"RSVPLG02",2.1,447,"cs","Practice Both",2,7,"2024-10-14_15h11.30.043","prac","global","local",300,2,"ZEUTSCMNPXAL","LXFNTCSYEZPA",5,"S","sS","h",0,"S","sS","s",1,1.81727620027959,0.320532700046897
"RSVPLG02",2.1,447,"cs","Practice Both",2,8,"2024-10-14_15h11.37.706","prac","local","local",750,5,"ETXCMYAZLPNU","EYLSFZCNSATP",4,"S","sS","s",1,"S","sS","s",1,1.47995160007849,0.456681999843568
"RSVPLG02",2.1,447,"cs","Practice Both",2,9,"2024-10-14_15h11.45.258","prac","global","local",750,5,"ELPFSCYXTZMN","NLZEPTMXFHCU",5,"S","sS","s",1,"H","hH","h",1,0.601876100059599,0.503871300257742
"RSVPLG02",2.1,447,"cs","Practice Both",2,10,"2024-10-14_15h11.52.187","prac","local","local",750,5,"LAMUXECZTYNP","PAZXHCMNLHFE",5,"H","hH","h",1,"H","hH","h",1,0.546203800011426,0.450169499963522
"RSVPLG02",2.1,447,"cs","Practice Both",2,11,"2024-10-14_15h11.58.459","prac","local","local",300,2,"FCXTZMELYNPA","FMZTNHYHXEAL",6,"H","hH","h",1,"H","hH","s",0,0.551635200157762,0.378870899789035
"RSVPLG02",2.1,447,"cs","Practice Both",2,12,"2024-10-14_15h12.04.513","prac","local","global",750,5,"ZNULYEPCFTHX","YLXZFHTNEPMC",6,"H","hH","h",1,"H","hH","h",1,0.501588199753314,0.535570299718529
"RSVPLG02",2.1,447,"cs","Practice Both",2,13,"2024-10-14_15h12.10.812","prac","global","global",750,5,"UXLHCYNTSFAP","CTMNYAXFZELU",4,"H","hH","h",1,"S","sS","h",0,0.455744900275022,0.445036699995399
"RSVPLG02",2.1,447,"cs","Practice Both",2,14,"2024-10-14_15h12.16.922","prac","global","local",750,5,"MYASFPNZTXUL","XYUATFCZSNLP",4,"S","sS","s",1,"S","sS","s",1,0.975823200307786,0.368487400002778
"RSVPLG02",2.1,447,"cs","Practice Both",2,15,"2024-10-14_15h12.23.617","prac","global","global",300,2,"ZCNYUHPHTMEL","TFPALXCYMUZE",6,"H","hH","h",1,"H","hH","s",0,0.540214800275862,0.694905700162053
"RSVPLG02",2.1,447,"cs","Practice Both",2,16,"2024-10-14_15h12.29.995","prac","global","global",750,5,"FMUAZHNXTPHY","YMFNLPAXTZEU",6,"H","hH","h",1,"H","hH","h",1,0.482888400088996,0.489589599892497
"RSVPLG02",2.1,447,"cs","Practice T1",1,1,"2024-10-14_14h59.21.350","prac","global","local",750,5,"CTEZFSANXPUY","TUMAYELFNPSC",6,"S","sS","h",0,"S","sS","none",-5,3.50659820018336,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,2,"2024-10-14_14h59.59.324","prac","global","local",300,2,"ALFHNYZTCEUM","LCEUMHNYAZPT",4,"H","hH","h",1,"H","hH","none",-5,1.57658230001107,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,3,"2024-10-14_15h00.10.311","prac","local","local",300,2,"AEPLTMCXZYFU","TXZSUSPECFNY",4,"S","sS","s",1,"S","sS","none",-5,2.68413509987295,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,4,"2024-10-14_15h00.20.587","prac","local","local",750,5,"NUPXCFTALMYE","FPTLZHXUMCHE",6,"H","hH","h",1,"H","hH","none",-5,1.13600719999522,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,5,"2024-10-14_15h00.37.814","prac","local","global",750,5,"NLYAFTCUXMSZ","TNCUPSFEYXLM",6,"S","sS","s",1,"S","sS","none",-5,1.04704180033877,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,6,"2024-10-14_15h00.44.210","prac","global","global",300,2,"CXLZTSAHUNEM","CXNAEPLFTYZM",6,"S","sS","h",0,"H","hH","none",-5,1.43294540001079,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,7,"2024-10-14_15h00.50.901","prac","global","local",300,2,"ENAUSFXLCTMZ","ZCPNLASXTMFE",5,"S","sS","s",1,"S","sS","none",-5,1.35121480002999,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,8,"2024-10-14_15h00.57.508","prac","global","local",750,5,"ZXLHENTFCYAU","FNTMCZELSXAP",4,"H","hH","s",0,"S","sS","none",-5,1.61893430026248,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,9,"2024-10-14_15h01.04.233","prac","local","local",750,5,"TULYPAXNMECF","NFZTEHUXLASY",6,"H","hH","s",0,"S","sS","none",-5,1.43331989971921,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,10,"2024-10-14_15h01.10.883","prac","local","global",750,5,"ZAFXLCUYHMNT","ELCHFNXTZPUM",4,"H","hH","s",0,"H","hH","none",-5,2.91291180020198,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,11,"2024-10-14_15h01.19.057","prac","local","global",300,2,"XETCFUSMALNZ","AXTZHEUYCMPF",5,"H","hH","h",1,"S","sS","none",-5,1.68383429991081,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,12,"2024-10-14_15h01.25.829","prac","local","local",300,2,"NMAZUCFLEPTX","FLPCSYHUZAME",5,"S","sS","s",1,"H","hH","none",-5,1.2982569001615,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,13,"2024-10-14_15h01.32.505","prac","global","global",750,5,"CXYAHFMPZHUL","EFCNUXPMAZYT",5,"H","hH","s",0,"H","hH","none",-5,2.06779510015622,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,14,"2024-10-14_15h01.39.786","prac","local","global",300,2,"MYNATSXLCPFU","PNEHZUFMXALC",4,"H","hH","h",1,"S","sS","none",-5,0.909656099975109,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,15,"2024-10-14_15h01.45.940","prac","global","global",300,2,"YFCESUSATPMN","UZMFATPXLYEC",5,"S","sS","s",1,"S","sS","none",-5,0.828223399817944,0
"RSVPLG02",2.1,447,"cs","Practice T1",1,16,"2024-10-14_15h01.51.830","prac","global","global",750,5,"AMZHPCFEHLNX","TYZFEULNPXAM",4,"H","hH","h",1,"H","hH","none",-5,1.19253470003605,0
"RSVPLG02",2.1,448,"cs","Experiment",1,1,"2024-10-15_11h06.45.590","warmup","local","local",750,5,"CEUYPTMFNAZL","PMTEHFLNUSAY",5,"H","hH","h",1,"S","sS","s",1,0.312266799999634,0.264006299999892
"RSVPLG02",2.1,448,"cs","Experiment",1,2,"2024-10-15_11h06.56.536","warmup","global","local",300,2,"FANEUSMTZCYP","MFYCEPNSALTU",6,"S","sS","s",1,"S","sS","h",0,0.841489700000238,0.256934799999726
