row,t1_level,t2_level,t2_lag,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,trial,trial_type,global_letters,local_letters,t1_pos,t1,t2,t1_corr,t2_corr,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,exp,ver,mod-utc,sub,sess,blocktyp,datetime,
12,global,global,7,2,6,30,11,,,36,exp,TFZNHNYEELYXSZF,EYNLUFSZTTZLYNE,5,H,X,hH,yY,h,1,0.7233981999997923,y,1,0.8605774999996356,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
1,local,local,0,2,7,31,0,,,37,exp,UHEFNLTFESLZTSZ,ELFHYESFUTZLHSU,5,Y,absent,yY,nN,y,1,1.0194425999998202,n,1,0.05758629999945697,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
10,global,global,0,2,8,32,9,,,38,exp,FYESUUELHZNFNZH,ELUTHYLEZZUNFNH,4,S,absent,sS,nN,z,0,1.9665202999985922,n,1,0.09074999999938882,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,2,9,33,11,,,39,exp,SEELHSZFTUUXZNF,ZFLUYTEUNFESNTS,5,H,X,hH,yY,h,1,0.4152482000008604,n,0,0.05865230000017618,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,2,10,34,7,,,40,exp,SYTNUUHELFESFYL,FFYZSTXTULESLEU,4,N,X,nN,yY,n,1,0.7855225999992399,n,0,0.08894609999879322,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,2,11,35,2,,,41,exp,TFEYLNSYUTSUZEZ,SEZFHYFUZNYXTEU,5,H,X,hH,yY,h,1,0.8636243999990256,n,0,0.9704834999993182,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,3,0,36,6,,,42,exp,THTLSZHZNYELNYF,TYFEUZZNNTHHYLE,5,S,absent,sS,nN,s,1,0.8904684000008274,y,0,0.2992102000007435,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,3,1,37,11,,,43,exp,TENNZLHEFYFTXSZ,ZYYFSUNZNHETSFH,6,L,X,lL,yY,l,1,1.8956432000013592,n,0,0.0567031999999017,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,3,2,38,1,,,44,exp,ULTNTZESUFHZHFS,TETYSLXZZFHLUSE,4,Y,X,yY,yY,y,1,1.0492261999988841,n,0,0.06283129999974335,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,3,3,39,6,,,45,exp,LSENFNUULHTTSHZ,LTNUYHSZUEZHNES,5,F,absent,fF,nN,f,1,0.9238910999993095,n,1,0.09039879999909317,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,3,4,40,6,,,46,exp,FSHENLSTEZHNZYF,SYZFZUHNTYNTFHE,6,L,absent,lL,nN,l,1,1.1555557000010594,y,0,1.819664599999669,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,3,5,41,7,,,47,exp,SHHTNYYFUTEESZZ,UTSYLZZXEETFHFU,5,N,X,nN,yY,y,0,2.8177025000004505,n,0,0.8423870999995415,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,3,6,42,4,,,48,exp,EELTZYUHXFZUFTN,LEUHHSFLNUNTZZF,6,S,X,sS,yY,s,1,0.8832243999986531,n,0,0.23423639999964507,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,3,7,43,11,,,49,exp,ZTHLFENNUEXYTHF,YFESUHUHZTNYTNE,4,L,X,lL,yY,l,1,0.9110564999991766,y,1,0.4420637000002898,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,3,8,44,7,,,50,exp,SHFSYFNLZZTUNUH,ZUUZETNXLTSFLHH,5,Y,X,yY,yY,y,1,0.9647930999999517,n,0,0.14234289999876637,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,3,9,45,2,,,51,exp,ZSEYHULUESLZFFT,HZENUETFUHXLFSZ,4,N,X,nN,yY,e,0,0.7508034000002226,n,0,0.6570228999989922,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,3,10,46,6,,,52,exp,LNZFTHNSYUYSUFL,ZNSLUETUTFLZYFN,6,H,absent,hH,nN,h,1,1.038263399999778,n,1,0.330440699999599,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
1,local,local,0,3,11,47,0,,,53,exp,ESSYFNTTZEFNLLU,LZNHSUTELFFESZT,4,H,absent,hH,nN,y,0,0.9963233999988006,n,1,0.07450269999935699,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,4,0,48,7,,,54,exp,UEETNHFUSZLFSHL,FLTZYTHXEEHUUFZ,5,N,X,nN,yY,n,1,0.9480937999996968,n,0,0.2177027999987331,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,4,1,49,6,,,55,exp,HSZYNUFTZNUFHLL,FZSEHSUZUHTTFNN,4,Y,absent,yY,nN,e,0,0.7473303000006126,n,1,0.1077476000009483,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,4,2,50,7,,,56,exp,TULNYHEFYZZHUTF,FTESYUXEZYHFZUT,4,N,X,nN,yY,s,0,0.8688781999990169,n,0,0.11108929999863904,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,4,3,51,2,,,57,exp,TYLLHNEUUFZYENT,NZLUSYFTTLUXYEZ,5,S,X,sS,yY,s,1,0.8734259000011662,n,0,0.12152489999971294,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,4,4,52,6,,,58,exp,LLZUETEZNNTFYHH,YNLSYLFETTFZNHZ,4,U,absent,uU,nN,u,1,0.8187123000006977,n,1,0.07534320000013395,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,4,5,53,2,,,59,exp,HZSLUEHYNZFSUYL,LZFLUTZHUSFNXSH,6,T,X,tT,yY,t,1,0.9413595999994868,n,0,0.042862100001002545,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
10,global,global,0,4,6,54,9,,,60,exp,TNHFLYTZUSUZYLN,HUTEYLHLZNNSSUY,4,F,absent,fF,nN,y,0,0.9815672999993694,n,1,0.7658726000008755,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,4,7,55,5,,,61,exp,UTNFLTZZESXUNYS,YNEHSNSLTUZYEZL,4,H,X,hH,yY,h,1,1.3166830000009213,n,0,0.060244000000238884,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,4,8,56,5,,,62,exp,STTLFUNZLYESXZF,NZYLFHNYSETZSLT,6,H,X,hH,yY,h,1,0.9296868000001268,n,0,0.05959980000079668,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,4,9,57,11,,,63,exp,HTYZNHSYTNXEFUU,FTFLNYYEUUENSHS,4,Z,X,zZ,yY,l,0,0.7513464000003296,y,1,0.24058770000010554,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
11,global,global,3,4,10,58,10,,,64,exp,ZHFUSFXYNYNHSTT,FYNEHNSLSFYTTLH,4,U,X,uU,yY,h,0,0.7713419000010617,n,0,0.07626249999884749,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
1,local,local,0,4,11,59,0,,,65,exp,STNSHEYYTZUFFZU,TFFHSLNUSHNYYZU,6,L,absent,lL,nN,l,1,0.849626499999431,y,0,2.3786739999995916,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
11,global,global,3,5,0,60,10,,,66,exp,SUELEHXYFSNHTNF,TSEZNFHHSNYFYUU,4,L,X,lL,yY,l,1,0.857842299999902,n,0,0.2847304000006261,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,5,1,61,11,,,67,exp,NFLEEHLUYNTZXUY,ZEFUYSTNNYFZLEL,6,H,X,hH,yY,h,1,0.8647931000014069,y,1,0.07400389999929757,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,5,2,62,4,,,68,exp,YFNLZUNXHHEYETU,UTNFSHHFLYUEYTN,5,S,X,sS,yY,s,1,0.580902599998808,y,1,0.05802820000099018,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,5,3,63,3,,,69,exp,ZESUYENTFHFTSNU,SZTHLUUTFZHENEN,5,L,absent,lL,nN,l,1,0.9457560999999259,n,1,0.1547525999994832,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,5,4,64,5,,,70,exp,FZSNTSYHZEXHFEU,ZUTLFETYYHZFEHS,4,L,X,lL,yY,l,1,0.8533490000008896,y,1,0.1390121000004001,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,5,5,65,3,,,71,exp,HYTSSUNFTZHZYFN,ZSFYTENLZHFYTLH,6,E,absent,eE,nN,e,1,0.6500071999998909,n,1,0.2491967999994813,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
11,global,global,3,5,6,66,10,,,72,exp,LSHLTSYXYUZHEEF,SYFHNZEUYUHFZEL,5,T,X,tT,yY,t,1,1.0400379999991856,n,0,0.10582280000016908,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,5,7,67,7,,,73,exp,TEFSNSHEYUFZHZT,HZZSLYYXUETFFUT,5,N,X,nN,yY,n,1,0.8353563000000577,n,0,0.2071510000005219,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,5,8,68,2,,,74,exp,SUUEZYNFHFNTSTH,HSFFLUETYUNXHET,5,L,X,lL,yY,l,1,1.0310554999996384,n,0,0.10653429999911168,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,5,9,69,3,,,75,exp,UNYHTELHZZTYSUN,ZLZTUFHYHUNSSLY,6,F,absent,fF,nN,f,1,0.7347050000007584,n,1,0.07918839999911143,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,5,10,70,3,,,76,exp,LZUSFZFEYUHNHEN,LEUTZHFELYZUHNN,4,T,absent,tT,nN,t,1,0.9938869999987219,n,1,0.12248429999999644,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,5,11,71,5,,,77,exp,YFZEFUSLZNYEXHS,ZSSEYTNNZEHHYFL,6,T,X,tT,yY,t,1,0.7556789000009303,y,1,0.08961900000031164,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,6,0,72,7,,,78,exp,NENSUTFYZEULSZF,YNUZSHFSXEZYLFE,6,T,X,tT,yY,y,0,0.8059128999993845,n,0,0.15389979999963543,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,6,1,73,3,,,79,exp,NFETUYHYZLFHZTN,NTFZSEYNFTZEYLH,5,S,absent,sS,nN,s,1,0.8210276000008889,y,0,0.12262329999975918,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,6,2,74,3,,,80,exp,SHYENTZTLHEZYSU,SEYLFZEUHYLHSZT,5,F,absent,fF,nN,t,0,1.4111308999999892,y,0,0.05830040000000736,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,6,3,75,5,,,81,exp,EFLYZSUHHYLEXUF,YTFYENLHTZUEUFH,6,N,X,nN,yY,n,1,0.7154062999998132,y,1,0.07884899999953632,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,6,4,76,3,,,82,exp,SZYHFTNHZNEFUYS,EUNHYLUZSZHNFFS,6,L,absent,lL,nN,l,1,0.8818425000008574,n,1,0.09055119999902672,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,6,5,77,5,,,83,exp,FFEHUSTNHYTXZEN,HZSZLFSNYTEFEHY,5,L,X,lL,yY,l,1,0.6891178000005311,y,1,0.1388318999997864,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,6,6,78,6,,,84,exp,FYLEYNSTULZSFUZ,TZFHYNYNSZUUFSL,4,E,absent,eE,nN,f,0,0.8994640999990224,y,0,0.09102820000043721,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,6,7,79,8,,,85,exp,HLZTHUNTSSYENLZ,SZZTTFEYYHESXNL,6,U,X,uU,yY,h,0,0.8931969000004756,y,1,0.014888099998643156,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,6,8,80,1,,,86,exp,FZYTNHULUSLFYST,YLLFSEUYXTNNTSZ,6,E,X,eE,yY,e,1,0.7477959000007104,n,0,0.12351619999935792,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,6,9,81,4,,,87,exp,HYUNTSXZHUYLZFL,YUZEFSTYLZHHFTL,4,E,X,eE,yY,f,0,1.3167862000009336,n,0,0.1111428000003798,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,6,10,82,8,,,88,exp,ENLSZHFHYZFYLTE,ENFUZZFHLYXLTEN,4,S,X,sS,yY,s,1,1.1508200000007491,y,1,0.05747630000041681,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,6,11,83,7,,,89,exp,EYHTZLFNUHETUFZ,NHYFUSYTXNFEZEU,6,L,X,lL,yY,l,1,0.7774154000017006,n,0,0.07292640000014217,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
10,global,global,0,7,0,84,9,,,90,exp,LYYHESTUFLNFTUE,LTUZETFYUNNSEFS,4,H,absent,hH,nN,h,1,0.8686152000009315,n,1,1.1610712000001513,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,7,1,85,1,,,91,exp,YHTSHYLLZFTZEUF,EYUNLFXEHZLTYUH,4,N,X,nN,yY,s,0,0.9257056000005832,n,0,0.1399851000005583,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
10,global,global,0,7,2,86,9,,,92,exp,UTLHNYYZUSLHZFT,FHLLESHZSYFUTYT,5,N,absent,nN,nN,h,0,0.4382917000002635,n,1,0.18671770000037213,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,7,3,87,8,,,93,exp,FTUSULNFZZHNHTE,THSZFYHTSENEXFZ,6,L,X,lL,yY,l,1,0.6223303999995551,n,0,0.17226149999987683,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,7,4,88,6,,,94,exp,FZNHFUUTLEELSZN,LEEYNFZZUFTLNSS,4,H,absent,hH,nN,h,1,0.7919954999997572,n,1,0.10506460000033258,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,7,5,89,1,,,95,exp,EFNUZLSHYYZSENL,SZETZNXLSEHHNFL,4,T,X,tT,yY,t,1,0.8088184999996884,n,0,0.25644260000080976,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
